RecordID,Timestamp,Latitude,Longitude,AreaType,WeatherConditions,TimeOfDay,MovementPatterns,ThermalAnomalies,UnusualObjectsDetected,ObjectType,SoundAnomalies,ElectromagneticSignals,ProximityToSensitiveAreas,RecentActivityLevel,VehicleDensity,HumanPresence,StructureChangeDetection,PastCriminalActivity,ProximityToMilitaryInstallations,LawEnforcementPresence,SuspiciousActivityDetected,Distance (km),NearestMilitaryCamp
444,2023-11-03 18:01:00,32.82290959023365,75.18175312377329,rural,clear,evening,moving_fast,yes,no,missile,yes,weak,yes,medium,22,78,no,no,no,medium,0,2.11,Kupwara Base
445,2023-04-24 02:31:00,32.587374469764775,74.82940262536444,urban,foggy,afternoon,moving_fast,no,yes,missile,no,strong,no,high,43,52,no,yes,no,medium,0,32.4,Jammu Camp
446,2023-09-10 07:44:00,32.85762459250228,74.42956938068778,mountain,windy,night,stationary,no,no,sniper,yes,strong,no,medium,46,121,no,no,yes,high,1,46.1,Kupwara Base
447,2023-05-10 23:20:00,33.743864055000536,73.77569053846992,mountain,foggy,morning,stationary,no,no,drone,yes,weak,yes,medium,38,141,no,no,yes,medium,0,13.79,Jammu Camp
448,2023-11-12 05:19:00,33.415009450988656,74.73061790286431,border_zone,rainy,morning,stationary,yes,no,drone,yes,none,yes,high,5,15,yes,no,yes,low,0,25.15,Kupwara Base
449,2023-03-31 20:19:00,35.134317196661975,72.53062834662707,border_zone,clear,evening,stationary,yes,no,unknown,yes,none,yes,high,21,4,yes,no,yes,low,0,5.64,Jammu Camp
450,2023-02-25 12:17:00,34.276194465772555,72.5670610926245,mountain,rainy,night,stationary,no,no,unknown,no,none,no,medium,29,137,yes,yes,yes,medium,0,17.72,Srinagar Base
451,2023-01-08 02:55:00,33.16768560724636,74.47666824098513,mountain,clear,night,moving_slow,yes,yes,sniper,no,none,yes,medium,49,102,yes,no,no,medium,1,32.87,Kupwara Base
452,2023-08-30 15:36:00,34.05594807155028,74.41419740656494,rural,foggy,evening,moving_slow,yes,yes,drone,yes,none,yes,high,3,89,yes,no,no,medium,0,29.53,Kupwara Base
453,2023-12-20 15:23:00,33.520925744926025,75.20853363767978,mountain,windy,night,stationary,no,yes,unknown,yes,strong,no,high,13,45,no,no,yes,high,1,17.22,Srinagar Base
454,2023-07-25 21:21:00,34.96818206695343,73.26226874287073,urban,cloudy,evening,stationary,no,no,sniper,yes,none,no,high,48,85,no,yes,no,medium,1,33.98,Srinagar Base
455,2023-03-29 15:36:00,33.20265050957689,73.71007472170267,forest,cloudy,afternoon,moving_slow,no,yes,unknown,yes,strong,yes,low,39,72,no,yes,yes,medium,0,49.67,Srinagar Base
456,2023-07-25 13:12:00,34.126160939815435,72.92521588090793,rural,clear,evening,hovering,no,no,unknown,no,strong,no,medium,32,143,no,no,yes,high,0,28.55,Srinagar Base
457,2023-03-25 16:39:00,33.36414092366566,74.16360243369037,mountain,windy,morning,moving_fast,no,yes,sniper,no,none,yes,medium,15,200,yes,yes,yes,low,0,7.08,Kupwara Base
458,2023-07-05 16:26:00,33.79315067511309,74.98747977285308,rural,rainy,morning,moving_fast,yes,no,drone,no,weak,no,high,27,13,yes,no,no,medium,0,13.38,Srinagar Base
459,2023-09-29 17:08:00,34.87823197834096,74.39521014044222,forest,clear,afternoon,hovering,yes,no,sniper,no,strong,yes,low,47,72,no,no,no,low,1,37.4,Srinagar Base
460,2023-01-17 07:25:00,33.63686927530867,74.1821277168048,urban,clear,morning,hovering,yes,yes,drone,no,strong,no,low,35,78,no,yes,yes,high,0,23.97,Jammu Camp
461,2023-10-11 10:55:00,33.41882333706842,75.41801313443973,rural,foggy,evening,stationary,no,no,unknown,no,weak,no,high,18,80,yes,yes,no,high,0,26.1,Baramulla Post
462,2023-11-02 00:24:00,34.154405406450536,72.93400393224786,border_zone,clear,evening,moving_slow,no,no,drone,yes,none,no,high,38,9,no,yes,yes,medium,1,29.88,Jammu Camp
463,2023-02-10 08:28:00,35.126574848437635,74.8471750104659,rural,cloudy,morning,stationary,yes,yes,sniper,yes,none,yes,high,39,107,no,no,yes,medium,0,31.64,Kupwara Base
464,2023-10-19 04:35:00,35.363118871148366,74.39300478195283,mountain,cloudy,morning,moving_slow,yes,yes,none,yes,none,no,low,43,194,no,no,no,medium,1,31.1,Baramulla Post
465,2023-08-16 21:47:00,33.65035040045275,74.62635621100058,forest,rainy,afternoon,moving_fast,yes,no,drone,no,none,no,high,20,64,yes,no,no,low,0,5.44,Jammu Camp
466,2023-01-18 14:11:00,33.64753415754167,74.53817226644664,forest,clear,night,stationary,no,yes,missile,no,strong,yes,low,34,115,yes,no,yes,high,0,15.0,Kupwara Base
467,2023-11-28 05:00:00,34.133562175456944,75.47619563124832,forest,cloudy,evening,hovering,yes,no,unknown,no,weak,yes,low,31,169,yes,no,no,medium,0,9.51,Jammu Camp
468,2023-11-23 22:58:00,33.10428319951487,75.06322383759259,rural,clear,night,moving_slow,yes,yes,none,yes,strong,yes,medium,21,69,yes,yes,no,low,0,39.92,Kupwara Base
469,2023-11-04 19:21:00,33.6536333033046,72.72200250455006,rural,clear,morning,moving_slow,yes,yes,missile,yes,weak,yes,medium,39,152,no,no,yes,high,1,44.84,Srinagar Base
470,2023-04-17 14:20:00,35.35919266451664,74.64492945456469,border_zone,foggy,night,moving_fast,no,yes,none,yes,strong,no,low,6,135,no,no,no,low,1,27.21,Jammu Camp
471,2023-11-17 14:59:00,35.28076486650801,73.6564967094343,rural,windy,evening,hovering,no,no,unknown,no,none,yes,low,23,144,no,no,yes,high,0,43.45,Jammu Camp
472,2023-01-24 01:26:00,34.79588364685894,72.7527576182039,mountain,foggy,morning,stationary,no,no,unknown,yes,weak,yes,high,50,100,no,no,no,low,0,38.26,Baramulla Post
473,2023-05-05 03:52:00,32.830084970785926,75.22473455453321,border_zone,clear,afternoon,moving_fast,yes,yes,none,yes,none,no,medium,32,15,yes,no,no,low,0,12.23,Srinagar Base
474,2023-10-24 21:53:00,34.9648252426299,73.19169835976282,urban,foggy,morning,hovering,no,yes,none,no,strong,no,high,39,90,yes,yes,yes,high,1,19.01,Srinagar Base
475,2023-08-21 08:54:00,34.41698842524987,72.84673612975041,urban,clear,evening,hovering,yes,yes,missile,yes,weak,no,low,1,48,no,no,yes,high,1,7.37,Srinagar Base
476,2023-12-16 02:19:00,35.43711300463001,74.51667940206896,rural,clear,morning,stationary,no,no,missile,no,none,yes,low,23,100,no,yes,no,medium,1,11.13,Baramulla Post
477,2023-11-05 10:45:00,34.80263586601375,74.94862220183205,forest,rainy,evening,moving_slow,no,no,missile,yes,strong,no,medium,22,126,no,no,yes,medium,1,4.64,Kupwara Base
478,2023-08-12 21:01:00,34.29654868692988,74.87042962985338,border_zone,windy,morning,moving_fast,no,yes,unknown,no,none,yes,high,24,27,no,yes,no,high,1,35.9,Jammu Camp
479,2023-02-07 07:33:00,33.33389897925136,73.42743258672922,forest,windy,evening,hovering,no,no,missile,yes,none,no,high,35,191,no,yes,no,medium,1,49.05,Kupwara Base
480,2023-12-29 02:37:00,35.18840330241504,74.57613154342917,forest,clear,afternoon,stationary,yes,no,none,yes,weak,no,low,27,58,no,yes,yes,low,1,46.12,Baramulla Post
481,2023-10-21 00:43:00,32.521175886638865,74.4483512710179,mountain,clear,afternoon,stationary,yes,yes,missile,yes,strong,yes,high,10,153,no,no,yes,high,0,0.98,Baramulla Post
482,2023-11-27 06:32:00,34.175457301308256,72.8184418621635,forest,windy,morning,stationary,yes,yes,missile,yes,weak,yes,medium,32,169,yes,no,no,low,1,46.36,Srinagar Base
483,2023-08-20 22:03:00,33.45242174229365,73.22892974785928,mountain,clear,evening,hovering,yes,yes,none,no,weak,no,high,6,59,yes,no,no,medium,0,36.03,Srinagar Base
484,2023-09-03 19:04:00,33.07917781517809,72.8413166175755,rural,windy,afternoon,stationary,yes,no,drone,no,weak,yes,low,29,142,yes,no,yes,medium,0,30.69,Kupwara Base
485,2023-09-17 15:49:00,33.16128498492885,73.91746324771874,mountain,rainy,morning,hovering,no,yes,none,no,none,no,low,22,39,no,no,no,high,0,20.45,Baramulla Post
486,2023-08-28 17:19:00,34.96305437042432,73.95780296419647,urban,clear,night,moving_fast,no,no,sniper,no,strong,no,high,16,70,no,yes,yes,medium,0,38.41,Kupwara Base
487,2023-04-12 20:58:00,33.27060272716151,75.33718804086908,rural,windy,morning,hovering,no,yes,missile,no,weak,no,high,32,146,yes,no,yes,high,1,10.12,Baramulla Post
488,2023-02-08 19:44:00,34.242571021980204,74.85677214025232,rural,windy,morning,moving_fast,yes,yes,drone,no,strong,no,medium,36,58,no,no,no,low,1,48.92,Srinagar Base
489,2023-05-13 01:54:00,34.38813236547925,75.13504011342332,rural,windy,night,stationary,no,no,unknown,no,none,no,high,49,196,no,no,yes,low,0,22.26,Baramulla Post
490,2023-03-04 11:07:00,35.25775853791083,73.74826187742039,urban,rainy,evening,hovering,yes,yes,drone,yes,none,no,high,3,169,yes,no,no,medium,1,37.66,Baramulla Post
491,2023-10-28 10:38:00,33.38673244659038,72.66730475478629,forest,cloudy,afternoon,hovering,yes,yes,sniper,yes,strong,yes,low,17,179,yes,no,yes,high,0,0.31,Kupwara Base
492,2023-09-13 06:27:00,34.97173479709133,73.53910168361435,urban,clear,night,hovering,yes,yes,missile,yes,none,no,low,45,29,yes,yes,yes,medium,1,39.33,Jammu Camp
493,2023-10-30 21:24:00,33.0316841484023,74.03883538095475,mountain,clear,night,moving_fast,no,no,none,yes,weak,yes,medium,11,68,yes,no,no,medium,1,27.9,Jammu Camp
494,2023-11-16 07:46:00,32.604907834234176,73.56848800803309,urban,foggy,night,hovering,no,yes,unknown,yes,none,no,low,41,197,yes,yes,no,medium,1,47.76,Srinagar Base
495,2023-05-03 17:42:00,32.636338909137045,73.40132438167134,mountain,cloudy,evening,stationary,yes,no,none,no,weak,no,low,0,20,no,yes,no,high,0,29.81,Kupwara Base
496,2023-06-19 14:10:00,33.656408296367246,72.83055517384312,urban,foggy,evening,moving_fast,no,no,missile,no,weak,no,low,7,98,yes,no,no,low,1,19.32,Kupwara Base
497,2023-12-04 10:43:00,34.724323855026526,75.16354668065848,forest,rainy,evening,stationary,no,no,sniper,yes,strong,no,low,32,53,no,yes,no,high,1,29.82,Srinagar Base
498,2023-01-06 14:26:00,33.794124185703446,72.85318391879319,rural,rainy,night,moving_fast,no,no,none,yes,weak,yes,medium,8,23,yes,yes,yes,medium,0,20.67,Srinagar Base
499,2023-09-04 01:40:00,35.18327295574587,73.87083515553924,mountain,rainy,afternoon,moving_slow,no,no,sniper,yes,weak,no,high,14,124,yes,no,yes,medium,0,41.13,Jammu Camp
500,2023-03-10 10:56:00,32.888730956814186,73.13882865566153,forest,rainy,afternoon,hovering,no,yes,drone,no,strong,no,medium,2,6,no,yes,yes,low,0,16.35,Srinagar Base
501,2023-07-31 17:11:00,32.86758377758588,73.34814771295007,forest,rainy,morning,moving_fast,no,no,missile,no,weak,no,medium,25,183,yes,no,yes,high,1,1.25,Jammu Camp
502,2023-12-26 20:54:00,35.140772753091824,74.26745578808996,urban,foggy,afternoon,moving_slow,yes,yes,unknown,yes,strong,yes,high,3,24,no,no,no,medium,0,24.66,Jammu Camp
503,2023-12-21 20:08:00,34.01294575445228,75.47861644378132,mountain,foggy,night,moving_fast,yes,no,none,no,none,no,high,33,2,yes,no,yes,low,1,4.88,Baramulla Post
504,2023-09-11 23:28:00,35.284030710609535,75.21722189376834,mountain,foggy,afternoon,moving_fast,no,no,sniper,yes,strong,no,high,11,100,yes,no,no,high,1,45.42,Jammu Camp
505,2023-01-21 22:19:00,34.480069732880686,75.30033130562154,urban,rainy,evening,moving_slow,yes,yes,sniper,no,strong,no,high,30,199,no,no,yes,high,0,32.26,Baramulla Post
506,2023-02-25 22:23:00,32.760688682137506,73.63171042391443,forest,cloudy,night,hovering,no,no,unknown,no,strong,no,medium,11,129,yes,yes,no,high,0,13.57,Kupwara Base
507,2023-07-23 01:17:00,35.37383722833002,73.57871040071483,border_zone,cloudy,afternoon,moving_fast,yes,yes,none,no,strong,no,medium,13,91,yes,yes,no,high,0,44.91,Baramulla Post
508,2023-11-14 14:09:00,33.33923115794612,74.90357910796442,urban,rainy,evening,stationary,yes,yes,none,no,weak,no,medium,15,81,no,yes,yes,high,1,24.84,Baramulla Post
509,2023-04-12 09:56:00,34.72096567070256,74.3052671026352,rural,rainy,evening,moving_slow,yes,yes,sniper,yes,weak,yes,medium,39,152,yes,yes,no,low,0,21.15,Srinagar Base
510,2023-09-22 23:38:00,33.087328335426335,72.62204033569442,forest,windy,afternoon,moving_fast,yes,yes,unknown,yes,strong,yes,low,26,52,yes,no,no,high,0,36.49,Baramulla Post
511,2023-09-30 00:19:00,34.17005918126963,73.75863624898416,forest,rainy,morning,moving_fast,yes,yes,drone,no,strong,no,low,20,112,no,no,yes,medium,1,49.26,Srinagar Base
512,2023-06-10 17:12:00,34.20857080091079,75.05039864216782,border_zone,foggy,night,moving_fast,no,yes,unknown,no,weak,yes,high,9,119,yes,no,yes,medium,1,35.11,Srinagar Base
513,2023-05-05 05:07:00,33.89383285225914,74.06060246135844,rural,rainy,afternoon,moving_fast,no,yes,unknown,yes,weak,yes,high,39,29,yes,yes,no,high,1,41.66,Kupwara Base
514,2023-02-16 10:30:00,35.36602365920568,74.96418068540083,mountain,clear,morning,moving_fast,no,no,sniper,yes,none,yes,low,28,196,no,yes,yes,low,1,39.82,Kupwara Base
515,2023-12-29 22:43:00,33.57531952092498,73.17916150986682,border_zone,foggy,night,stationary,no,yes,none,yes,weak,yes,high,9,54,no,no,yes,medium,1,48.22,Srinagar Base
516,2023-03-09 16:17:00,33.97949500312958,72.85798819360036,rural,clear,morning,moving_slow,no,yes,none,yes,strong,no,high,19,180,yes,no,no,medium,1,18.83,Srinagar Base
517,2023-11-22 04:24:00,32.837482393339286,74.08652339353692,urban,foggy,afternoon,moving_fast,yes,no,sniper,yes,strong,no,high,21,108,no,yes,yes,medium,1,45.11,Baramulla Post
518,2023-01-07 20:46:00,35.47310863205125,75.25236069215124,border_zone,clear,evening,stationary,no,no,drone,no,none,yes,low,11,133,no,yes,yes,medium,1,24.82,Jammu Camp
519,2023-11-09 14:50:00,32.797588675901885,72.93840188297165,mountain,cloudy,morning,hovering,yes,yes,sniper,no,weak,yes,medium,10,135,yes,no,no,low,1,45.46,Jammu Camp
520,2023-04-11 00:11:00,35.21485870551359,75.44472618674882,mountain,clear,evening,stationary,yes,yes,missile,yes,strong,no,low,18,184,yes,yes,no,medium,1,12.65,Kupwara Base
521,2023-03-14 00:51:00,34.88340672563198,75.4950428843816,urban,cloudy,evening,stationary,no,no,drone,yes,none,no,low,23,145,yes,no,yes,high,1,11.03,Baramulla Post
522,2023-08-28 07:46:00,33.396419419691924,73.00249214184151,rural,clear,evening,stationary,no,no,none,yes,strong,yes,high,30,35,no,no,no,medium,0,17.62,Kupwara Base
523,2023-09-17 20:00:00,34.012194581297116,73.76819505634357,forest,clear,night,moving_slow,yes,no,sniper,yes,weak,yes,high,8,115,yes,no,no,low,1,39.58,Jammu Camp
524,2023-07-22 13:57:00,33.79990191511716,75.00528378031387,urban,rainy,morning,stationary,yes,no,sniper,no,none,no,high,6,194,yes,no,yes,low,1,19.85,Srinagar Base
525,2023-07-09 06:40:00,34.86514872508644,73.76453032625095,rural,cloudy,night,hovering,yes,no,none,yes,weak,yes,low,9,182,yes,no,no,high,1,26.58,Srinagar Base
526,2023-11-28 23:42:00,35.42516543706862,72.62995065608285,rural,cloudy,night,moving_slow,yes,yes,sniper,no,strong,no,high,24,19,no,yes,no,low,0,25.35,Baramulla Post
527,2023-03-13 05:43:00,34.69661915335359,74.0576159422522,rural,cloudy,afternoon,hovering,no,yes,drone,yes,strong,no,low,30,91,no,yes,yes,medium,0,12.54,Kupwara Base
528,2023-01-14 18:07:00,33.42616189613573,72.79194876275609,border_zone,clear,afternoon,stationary,no,yes,none,yes,none,yes,low,25,131,no,yes,yes,low,1,43.97,Baramulla Post
529,2023-09-29 01:53:00,34.95875772314298,75.38136934570689,rural,cloudy,evening,moving_fast,no,no,none,yes,weak,no,medium,10,4,no,no,yes,medium,1,20.2,Jammu Camp
530,2023-08-03 05:40:00,35.25533565628227,74.82792341479944,urban,windy,night,hovering,no,yes,sniper,no,none,no,low,45,0,yes,yes,yes,high,1,37.92,Baramulla Post
531,2023-10-27 07:14:00,34.65002937335795,72.82094988603254,urban,foggy,morning,hovering,yes,yes,none,yes,strong,no,high,40,83,no,no,yes,low,0,19.95,Srinagar Base
532,2023-03-28 20:46:00,32.90562932138723,74.51569748517846,mountain,foggy,afternoon,moving_slow,no,yes,unknown,no,none,no,low,1,167,no,no,yes,low,0,3.73,Baramulla Post
533,2023-07-17 18:19:00,34.44602084374148,74.07426666733384,border_zone,windy,morning,stationary,no,no,drone,no,none,yes,low,3,158,no,yes,yes,high,0,46.05,Kupwara Base
534,2023-11-05 01:16:00,32.798044788933616,72.79974730131191,forest,rainy,night,hovering,yes,no,unknown,yes,none,no,high,34,122,yes,yes,yes,low,0,5.88,Srinagar Base
535,2023-02-24 13:11:00,34.15372659498902,73.78653754291089,border_zone,clear,night,moving_slow,no,yes,missile,no,weak,no,medium,14,23,no,no,yes,high,0,8.95,Jammu Camp
536,2023-05-21 18:10:00,34.62911060135979,73.59678139930601,rural,clear,evening,moving_slow,yes,no,none,no,none,yes,high,15,170,yes,no,yes,low,0,7.35,Kupwara Base
537,2023-03-09 16:54:00,33.27638449772858,74.6741621068966,rural,clear,evening,hovering,no,no,drone,yes,weak,yes,medium,36,34,no,no,yes,medium,1,49.6,Srinagar Base
538,2023-06-16 22:19:00,34.077237815201286,74.19145947854821,urban,cloudy,night,stationary,yes,no,drone,no,strong,no,medium,32,175,yes,yes,no,low,1,17.73,Baramulla Post
539,2023-04-03 01:58:00,32.70711910378316,72.57768932579889,rural,foggy,night,hovering,no,no,missile,no,none,no,low,36,129,yes,yes,no,medium,1,31.83,Kupwara Base
540,2023-05-27 14:31:00,33.97957008671288,75.11870372095272,rural,windy,afternoon,stationary,yes,no,none,no,strong,no,low,26,25,yes,no,no,high,0,7.13,Srinagar Base
541,2023-06-01 15:56:00,33.47491558223756,73.98210362007069,border_zone,windy,evening,moving_fast,yes,no,sniper,yes,none,no,high,16,102,yes,no,yes,medium,1,14.12,Kupwara Base
542,2023-10-03 06:16:00,33.61218250842049,75.22826931425095,mountain,cloudy,evening,stationary,no,yes,drone,yes,none,yes,low,7,191,no,no,no,high,0,8.03,Baramulla Post
543,2023-09-02 01:33:00,34.1112385049131,74.44877202052504,mountain,clear,night,hovering,no,yes,none,yes,weak,yes,high,10,40,no,no,no,low,0,47.44,Jammu Camp
544,2023-12-07 14:35:00,33.80145811583141,73.58602457729839,mountain,rainy,morning,moving_fast,no,no,sniper,no,strong,no,high,13,131,yes,no,yes,low,1,47.27,Kupwara Base
545,2023-05-06 04:13:00,33.61017033818631,75.44334291051612,urban,foggy,evening,hovering,no,yes,drone,no,strong,no,low,36,48,yes,yes,no,high,0,36.11,Srinagar Base
546,2023-02-21 18:59:00,34.31864390860509,73.38377838945752,border_zone,clear,afternoon,moving_fast,no,yes,unknown,no,none,no,high,44,155,no,yes,yes,high,0,6.83,Baramulla Post
547,2023-03-02 08:25:00,32.946021685785425,72.65216356172436,border_zone,clear,evening,hovering,yes,no,missile,yes,strong,no,medium,13,129,no,no,no,high,0,36.36,Kupwara Base
548,2023-10-12 09:11:00,34.7254686509937,72.86462654448147,rural,clear,morning,hovering,no,no,unknown,yes,none,no,high,47,157,yes,no,yes,low,1,45.16,Baramulla Post
549,2023-09-28 06:51:00,34.60116688634094,73.12569334206017,rural,foggy,night,moving_fast,yes,yes,drone,yes,none,yes,low,32,200,no,yes,yes,low,0,8.32,Baramulla Post
550,2023-09-15 23:57:00,34.07926375611174,73.21251887834748,forest,cloudy,afternoon,stationary,no,no,sniper,no,weak,no,high,37,173,no,yes,yes,medium,1,1.03,Jammu Camp
551,2023-02-28 10:47:00,34.79213934613077,73.27749589202743,mountain,clear,afternoon,stationary,yes,yes,sniper,no,strong,no,high,50,164,yes,yes,yes,medium,1,7.52,Srinagar Base
552,2023-04-09 19:19:00,35.469369735003276,74.17819596895731,forest,foggy,evening,hovering,yes,yes,sniper,no,strong,yes,low,16,148,yes,yes,no,low,0,13.46,Baramulla Post
553,2023-12-29 21:40:00,33.14746485926375,74.80621478139696,mountain,foggy,morning,stationary,no,yes,drone,yes,none,no,medium,2,196,no,no,yes,high,1,23.62,Baramulla Post
554,2023-02-03 04:13:00,33.655071324017904,73.40296945416004,forest,cloudy,afternoon,moving_fast,no,yes,unknown,no,weak,no,high,46,84,no,no,yes,medium,0,14.44,Kupwara Base
555,2023-08-14 19:54:00,34.743065299966524,73.73479268971437,border_zone,clear,morning,moving_fast,no,no,sniper,no,strong,no,low,20,86,no,no,yes,low,0,24.35,Srinagar Base
556,2023-07-01 18:39:00,35.05785928243764,72.9401709967256,mountain,clear,morning,hovering,yes,no,drone,yes,strong,yes,medium,23,27,no,yes,yes,high,1,44.68,Srinagar Base
557,2023-05-10 16:54:00,34.19154725946751,73.90079875118344,border_zone,foggy,afternoon,moving_fast,no,no,drone,yes,weak,no,high,41,147,no,no,no,high,0,6.48,Baramulla Post
558,2023-09-12 10:38:00,35.15100311349632,73.61640606918448,forest,foggy,night,hovering,yes,yes,drone,yes,strong,no,low,15,3,yes,no,no,high,1,47.47,Baramulla Post
559,2023-07-13 23:34:00,34.217067849478724,73.80163371173069,mountain,windy,evening,moving_slow,yes,yes,unknown,yes,strong,yes,medium,48,176,yes,yes,no,medium,1,45.02,Jammu Camp
560,2023-07-14 05:37:00,35.173073071306725,73.15631768595405,rural,windy,evening,stationary,no,no,none,yes,strong,no,high,20,37,yes,yes,no,low,0,17.57,Kupwara Base
561,2023-07-21 05:06:00,33.20814484943667,73.39909172936774,border_zone,rainy,morning,hovering,yes,yes,unknown,yes,none,no,low,30,74,yes,no,no,high,0,34.08,Kupwara Base
562,2023-04-03 10:47:00,35.339726558942125,74.56048361795925,urban,windy,afternoon,hovering,no,no,missile,no,strong,yes,low,15,17,yes,yes,no,low,0,1.24,Jammu Camp
563,2023-12-15 19:57:00,33.88515906200568,73.99263139046833,rural,clear,afternoon,hovering,no,no,sniper,yes,none,no,medium,17,196,yes,yes,yes,high,0,23.24,Srinagar Base
564,2023-03-06 15:20:00,33.77098316557817,74.10291466025355,forest,windy,night,hovering,no,no,missile,no,weak,no,medium,36,146,yes,no,yes,low,0,47.81,Jammu Camp
565,2023-07-10 13:53:00,33.28710176447872,74.86730288682841,forest,clear,morning,hovering,yes,no,none,yes,none,yes,low,40,72,yes,no,yes,low,1,30.65,Jammu Camp
566,2023-04-24 03:08:00,35.10110502630731,73.91427734405882,border_zone,rainy,morning,stationary,yes,yes,sniper,yes,none,yes,low,37,193,yes,yes,yes,medium,0,39.81,Kupwara Base
567,2023-06-08 17:25:00,34.03863433889475,75.409549721697,border_zone,cloudy,night,moving_fast,no,no,none,no,strong,no,low,9,26,yes,no,yes,low,0,4.94,Kupwara Base
568,2023-07-02 04:29:00,34.84689421371649,74.9261691086764,border_zone,windy,morning,moving_slow,no,yes,missile,no,none,no,high,32,186,yes,yes,yes,low,0,32.68,Jammu Camp
569,2023-09-25 19:51:00,32.755743603584605,74.99159837712688,rural,foggy,morning,moving_fast,no,yes,missile,yes,strong,yes,medium,29,37,no,no,no,low,1,47.46,Jammu Camp
570,2023-04-22 01:07:00,35.348906654574144,72.8139076355929,forest,windy,evening,moving_fast,yes,yes,drone,yes,strong,no,low,4,165,no,yes,no,low,0,14.06,Baramulla Post
571,2023-10-10 01:32:00,33.39442813479117,72.94870504931728,urban,foggy,afternoon,moving_slow,yes,no,unknown,yes,weak,yes,high,35,63,yes,no,yes,high,1,24.56,Srinagar Base
572,2023-05-02 21:15:00,33.839521988705435,74.9081594793777,border_zone,clear,night,moving_slow,yes,yes,missile,yes,weak,yes,high,0,51,yes,yes,no,medium,1,14.49,Jammu Camp
573,2023-08-09 06:19:00,35.07759974136662,73.53218294819246,rural,cloudy,night,hovering,yes,no,drone,no,weak,yes,medium,40,18,no,no,no,low,0,13.33,Jammu Camp
574,2023-08-09 01:56:00,33.26601434849879,74.40535809712516,mountain,clear,evening,hovering,no,yes,missile,yes,none,no,low,42,15,no,no,yes,medium,0,24.49,Jammu Camp
575,2023-08-24 19:16:00,32.54594903417866,74.00786240924097,rural,clear,evening,moving_fast,no,no,missile,no,strong,yes,high,38,140,yes,no,yes,medium,1,32.24,Baramulla Post
576,2023-05-15 08:36:00,35.12897955624562,74.24515087722341,border_zone,rainy,morning,stationary,no,yes,missile,no,weak,yes,medium,9,16,yes,no,no,medium,1,14.68,Srinagar Base
577,2023-05-22 13:00:00,33.68350137941079,73.82132823687756,border_zone,clear,evening,stationary,yes,yes,unknown,yes,strong,yes,medium,19,27,yes,yes,yes,medium,0,33.59,Kupwara Base
578,2023-07-14 21:09:00,34.5898509911378,75.30399212660095,rural,windy,evening,moving_fast,no,yes,none,no,weak,no,medium,6,139,yes,yes,no,low,1,40.14,Baramulla Post
579,2023-01-16 13:49:00,32.85707093106649,75.36226687098525,urban,rainy,evening,hovering,no,no,drone,no,none,no,low,38,170,yes,yes,no,high,0,18.59,Baramulla Post
580,2023-04-11 02:55:00,35.45772109521481,75.27255330559959,border_zone,rainy,morning,stationary,no,yes,sniper,no,strong,no,medium,10,106,yes,yes,yes,medium,0,25.63,Jammu Camp
581,2023-08-14 15:10:00,33.76766646482168,73.7382166725417,rural,windy,evening,moving_slow,no,no,unknown,yes,weak,no,medium,8,161,yes,yes,no,medium,0,23.27,Srinagar Base
582,2023-07-16 19:04:00,33.80813921235639,74.76690486595848,rural,clear,morning,moving_fast,yes,yes,none,yes,none,yes,high,20,53,yes,yes,yes,high,0,14.38,Srinagar Base
583,2023-02-14 03:46:00,33.06194109727565,73.08699880601084,forest,rainy,morning,stationary,no,no,missile,yes,none,no,medium,37,200,no,no,no,medium,1,19.76,Srinagar Base
584,2023-12-27 01:17:00,33.469149109090125,75.41936332863271,urban,rainy,afternoon,moving_fast,yes,no,drone,yes,weak,no,low,50,168,yes,no,yes,high,1,21.74,Kupwara Base
585,2023-07-21 10:06:00,32.819715897178526,75.07199160335668,forest,rainy,afternoon,stationary,yes,no,none,no,weak,no,high,18,74,yes,no,yes,medium,0,23.64,Jammu Camp
586,2023-09-11 20:43:00,33.15723211225937,73.15215433054054,forest,rainy,evening,stationary,no,yes,none,no,none,yes,low,4,132,yes,no,no,medium,0,13.75,Kupwara Base
587,2023-01-02 17:11:00,35.275682847681914,73.83180677800104,border_zone,cloudy,night,moving_fast,no,no,none,no,strong,yes,medium,20,47,yes,no,no,high,1,33.14,Jammu Camp
588,2023-08-19 04:53:00,32.60476839970192,75.06032294308434,mountain,clear,night,moving_fast,yes,no,none,no,none,no,low,29,190,no,no,no,medium,0,34.75,Srinagar Base
589,2023-09-12 16:41:00,33.19551668416393,74.50924546839846,mountain,rainy,evening,moving_slow,yes,no,missile,yes,weak,no,low,19,160,no,no,no,medium,1,26.09,Srinagar Base
590,2023-12-15 20:45:00,34.04295009131244,74.23666889767176,urban,windy,evening,stationary,no,no,drone,yes,strong,no,medium,40,52,no,yes,no,medium,0,17.64,Srinagar Base
591,2023-07-26 06:18:00,35.37323662404153,75.26560080068433,border_zone,rainy,evening,moving_fast,yes,yes,none,no,weak,yes,medium,40,53,no,yes,yes,low,1,2.2,Baramulla Post
592,2023-03-22 23:50:00,33.77587194878792,74.89442493183245,mountain,windy,afternoon,hovering,yes,yes,missile,no,none,yes,low,0,52,yes,yes,yes,medium,1,18.14,Baramulla Post
